case_id,country,date,state,court_name,age,gender,race_ethnicity,income_level,annual_income_usd,crime_type,severity_category,prior_cases,legal_representation,location_type,bail_amount_usd,pretrial_detention_days,bail_granted
CASE_4398,USA,2022-09-16,Texas,Harris County District Court,36,Female,Native American,High,183276,Assault,Low,5,Yes,Rural,710,263,0
CASE_4399,USA,2023-11-16,Illinois,Cook County Circuit Court,55,Male,White,Medium,41867,WhiteCollar,Medium,4,No,Rural,15036,401,1
CASE_4400,USA,2024-01-10,California,Superior Court of California,45,Female,White,Low,32293,Fraud,High,2,Yes,Urban,44052,338,0
CASE_4401,USA,2022-10-26,California,Superior Court of California,23,Female,Asian,Medium,40706,Assault,High,5,Yes,Urban,103975,352,0
CASE_4402,USA,2023-05-18,Arizona,Maricopa County Superior Court,20,Female,Native American,Medium,74790,Assault,High,2,Yes,Urban,109763,142,1
CASE_4403,USA,2024-02-20,California,Superior Court of California,47,Female,Asian,Low,15064,Assault,Medium,5,No,Urban,20379,342,0
CASE_4404,USA,2023-12-08,Illinois,Cook County Circuit Court,53,Female,Black,High,452350,Theft,Low,3,Yes,Rural,4468,109,1
CASE_4405,USA,2022-07-28,Texas,Harris County District Court,39,Female,Asian,Medium,37088,WhiteCollar,Medium,4,Yes,Rural,16042,229,0
CASE_4406,USA,2022-02-21,New York,New York City Criminal Court,53,Female,Hispanic,High,330649,Theft,Low,4,No,Rural,4197,400,1
CASE_4407,USA,2022-02-07,Arizona,Maricopa County Superior Court,44,Female,Native American,Medium,63579,Fraud,Low,2,No,Urban,4222,406,1
CASE_4408,USA,2022-07-07,California,Superior Court of California,59,Female,Asian,Low,19784,Fraud,Medium,0,Yes,Rural,6640,222,1
CASE_4409,USA,2023-06-02,New York,New York City Criminal Court,55,Male,Asian,Medium,41977,Assault,High,1,Yes,Rural,50398,88,0
CASE_4410,USA,2023-03-01,New York,New York City Criminal Court,54,Female,Hispanic,Medium,46466,Theft,High,1,Yes,Urban,94008,111,0
CASE_4411,USA,2022-08-28,California,Superior Court of California,61,Female,Asian,Low,27395,Fraud,High,1,Yes,Rural,118034,365,0
CASE_4412,USA,2022-06-08,Texas,Harris County District Court,38,Male,Black,High,148080,Assault,Low,4,Yes,Urban,2494,195,1
CASE_4413,USA,2023-05-08,New York,New York City Criminal Court,62,Male,White,High,426788,Assault,High,5,No,Rural,60406,262,0
CASE_4414,USA,2022-12-30,Illinois,Cook County Circuit Court,27,Female,Black,Low,33201,WhiteCollar,High,2,No,Urban,134837,334,0
CASE_4415,USA,2023-10-13,Texas,Harris County District Court,65,Female,Hispanic,High,345363,WhiteCollar,High,4,No,Rural,187094,138,0
CASE_4416,USA,2023-04-15,California,Superior Court of California,22,Male,Hispanic,Low,19825,Fraud,High,4,Yes,Rural,54733,412,0
CASE_4417,USA,2023-12-08,Illinois,Cook County Circuit Court,56,Male,Asian,Medium,65231,WhiteCollar,High,1,Yes,Rural,131461,363,0
CASE_4418,USA,2022-11-14,California,Superior Court of California,65,Female,Hispanic,Low,32225,Fraud,Low,2,No,Rural,5623,438,1
CASE_4419,USA,2024-02-20,Illinois,Cook County Circuit Court,53,Female,Asian,Medium,48888,Fraud,High,3,No,Urban,82579,217,0
CASE_4420,USA,2023-11-17,Arizona,Maricopa County Superior Court,48,Female,White,Low,33038,Assault,Low,1,No,Urban,1144,149,1
CASE_4421,USA,2022-06-20,Arizona,Maricopa County Superior Court,53,Male,Black,High,463178,Theft,Medium,5,No,Urban,15034,276,0
CASE_4422,USA,2023-04-03,New York,New York City Criminal Court,51,Male,Hispanic,Low,27793,Theft,High,2,Yes,Urban,74461,112,1
CASE_4423,USA,2023-03-12,New York,New York City Criminal Court,47,Female,White,Low,19085,WhiteCollar,High,5,Yes,Urban,67793,354,0
CASE_4424,USA,2022-11-07,California,Superior Court of California,55,Female,Hispanic,High,312485,WhiteCollar,Medium,5,No,Urban,15711,418,1
CASE_4425,USA,2022-12-01,New York,New York City Criminal Court,69,Male,Native American,Medium,49366,Fraud,High,4,No,Rural,94207,319,0
CASE_4426,USA,2023-07-03,Texas,Harris County District Court,48,Female,White,High,247661,Fraud,High,1,Yes,Urban,46573,241,0
CASE_4427,USA,2022-11-26,Arizona,Maricopa County Superior Court,35,Male,Native American,Medium,36100,Assault,Medium,3,Yes,Urban,18498,296,0
CASE_4428,USA,2022-03-16,Illinois,Cook County Circuit Court,52,Female,Native American,High,190412,WhiteCollar,Low,2,No,Rural,4660,181,1
CASE_4429,USA,2022-12-24,Arizona,Maricopa County Superior Court,49,Male,Asian,High,311688,Fraud,Low,1,No,Rural,2162,274,1
CASE_4430,USA,2024-03-09,Texas,Harris County District Court,24,Female,Native American,Low,28798,Theft,Medium,2,No,Urban,13216,277,1
CASE_4431,USA,2024-01-09,Texas,Harris County District Court,70,Male,Asian,High,352189,Fraud,Low,4,No,Urban,2744,210,1
CASE_4432,USA,2022-06-28,Illinois,Cook County Circuit Court,60,Female,Asian,Medium,89084,Fraud,Low,1,No,Urban,2082,129,1
CASE_4433,USA,2022-12-24,New York,New York City Criminal Court,26,Male,Black,Medium,88108,Theft,Medium,4,Yes,Urban,7039,65,0
CASE_4434,USA,2023-12-02,New York,New York City Criminal Court,46,Female,Native American,Low,32743,Fraud,Medium,5,No,Rural,23258,460,0
CASE_4435,USA,2024-02-02,New York,New York City Criminal Court,41,Female,Asian,Medium,73536,WhiteCollar,Medium,2,Yes,Urban,18935,188,1
CASE_4436,USA,2023-07-02,California,Superior Court of California,44,Male,Hispanic,Medium,47894,WhiteCollar,High,1,Yes,Urban,46654,145,1
CASE_4437,USA,2023-05-19,New York,New York City Criminal Court,51,Female,Hispanic,High,106191,Assault,Low,2,No,Rural,4138,91,1
CASE_4438,USA,2023-10-05,California,Superior Court of California,52,Male,White,Medium,42322,Theft,Low,3,Yes,Rural,2778,145,1
CASE_4439,USA,2022-12-01,Illinois,Cook County Circuit Court,57,Male,Hispanic,Medium,57370,Theft,Medium,4,No,Urban,24275,56,0
CASE_4440,USA,2023-06-18,Arizona,Maricopa County Superior Court,36,Male,Native American,Medium,67358,WhiteCollar,High,5,Yes,Urban,146547,236,0
CASE_4441,USA,2023-04-18,New York,New York City Criminal Court,43,Male,Hispanic,High,490300,Fraud,Low,0,No,Rural,1650,361,1
CASE_4442,USA,2022-01-24,New York,New York City Criminal Court,67,Male,Black,High,363969,WhiteCollar,High,5,Yes,Rural,136467,180,0
CASE_4443,USA,2022-01-04,California,Superior Court of California,20,Female,Asian,Medium,71476,Assault,Low,1,No,Rural,2657,320,1
CASE_4444,USA,2022-07-01,Arizona,Maricopa County Superior Court,48,Male,White,Low,28945,WhiteCollar,High,3,No,Urban,84521,231,0
CASE_4445,USA,2023-07-28,Arizona,Maricopa County Superior Court,52,Female,White,Low,16267,Theft,High,2,Yes,Rural,54201,278,1
CASE_4446,USA,2023-01-02,Illinois,Cook County Circuit Court,28,Male,Hispanic,Medium,84379,WhiteCollar,High,5,Yes,Rural,164729,81,0
CASE_4447,USA,2022-04-19,Illinois,Cook County Circuit Court,24,Male,Hispanic,Medium,39041,Theft,Low,5,No,Rural,1926,158,1
CASE_4448,USA,2023-07-14,Illinois,Cook County Circuit Court,60,Female,Black,Medium,36826,WhiteCollar,High,1,Yes,Rural,142017,131,0
CASE_4449,USA,2023-11-07,Illinois,Cook County Circuit Court,58,Female,Native American,Low,32169,Theft,Medium,4,Yes,Urban,20863,178,1
CASE_4450,USA,2023-12-30,New York,New York City Criminal Court,62,Male,Asian,Medium,82785,Fraud,Low,5,Yes,Urban,768,47,1
CASE_4451,USA,2023-03-01,Illinois,Cook County Circuit Court,58,Male,Hispanic,Low,21631,Theft,High,4,Yes,Urban,142671,369,0
CASE_4452,USA,2022-03-14,California,Superior Court of California,68,Female,Black,Medium,87941,WhiteCollar,Medium,2,No,Rural,27827,327,0
CASE_4453,USA,2023-04-26,Arizona,Maricopa County Superior Court,58,Male,Asian,High,398268,Fraud,High,2,No,Rural,28927,346,0
CASE_4454,USA,2023-06-14,Texas,Harris County District Court,51,Female,Asian,High,311268,WhiteCollar,High,4,No,Rural,28967,389,0
CASE_4455,USA,2023-05-20,Texas,Harris County District Court,55,Female,Native American,High,369484,Assault,High,4,Yes,Urban,100444,142,0
CASE_4456,USA,2023-05-30,Texas,Harris County District Court,35,Male,Asian,Low,25510,WhiteCollar,Medium,0,Yes,Rural,7738,430,1
CASE_4457,USA,2022-11-01,New York,New York City Criminal Court,66,Female,Asian,Low,30189,Fraud,Low,2,No,Urban,2733,219,1
CASE_4458,USA,2022-06-19,Arizona,Maricopa County Superior Court,50,Female,Hispanic,High,420224,Theft,Low,0,Yes,Urban,4741,276,1
CASE_4459,USA,2023-03-30,Texas,Harris County District Court,54,Male,Asian,High,296767,Assault,High,3,No,Urban,92643,323,0
CASE_4460,USA,2023-08-02,Illinois,Cook County Circuit Court,36,Female,Native American,Medium,64940,Assault,High,3,Yes,Rural,129613,45,1
CASE_4461,USA,2023-06-11,Illinois,Cook County Circuit Court,67,Male,Hispanic,Low,21360,Theft,Medium,1,Yes,Rural,35791,322,0
CASE_4462,USA,2022-06-02,California,Superior Court of California,31,Male,White,High,132979,Theft,High,4,No,Rural,124229,146,0
CASE_4463,USA,2023-03-18,New York,New York City Criminal Court,27,Female,White,Medium,45817,Assault,Medium,4,Yes,Rural,22308,249,0
CASE_4464,USA,2024-02-04,Texas,Harris County District Court,35,Male,Native American,High,456717,Fraud,Medium,5,Yes,Urban,12172,342,0
CASE_4465,USA,2022-01-08,Texas,Harris County District Court,20,Female,Hispanic,Low,17843,WhiteCollar,Low,3,No,Rural,1679,181,1
CASE_4466,USA,2024-01-24,Arizona,Maricopa County Superior Court,46,Male,White,Low,15416,Assault,Low,3,Yes,Rural,4035,211,1
CASE_4467,USA,2023-06-20,Illinois,Cook County Circuit Court,28,Female,Hispanic,High,93969,WhiteCollar,Medium,4,No,Urban,15767,276,0
CASE_4468,USA,2023-08-11,Arizona,Maricopa County Superior Court,58,Female,Hispanic,Low,17670,Assault,Low,2,Yes,Urban,821,224,1
CASE_4469,USA,2022-09-04,Arizona,Maricopa County Superior Court,43,Male,Asian,Low,27744,Assault,Low,1,No,Rural,2187,210,1
CASE_4470,USA,2023-10-22,New York,New York City Criminal Court,63,Male,Native American,Low,23265,Fraud,High,1,Yes,Rural,135988,318,0
CASE_4471,USA,2023-07-01,California,Superior Court of California,41,Male,Asian,Medium,69035,WhiteCollar,Low,5,No,Rural,2489,99,0
CASE_4472,USA,2023-09-13,Illinois,Cook County Circuit Court,27,Male,Black,High,291636,Assault,High,3,Yes,Rural,137426,123,1
CASE_4473,USA,2023-06-13,Arizona,Maricopa County Superior Court,57,Male,Hispanic,High,437002,Theft,High,3,Yes,Urban,77692,152,1
CASE_4474,USA,2023-12-06,California,Superior Court of California,55,Male,Native American,High,101078,Theft,Low,3,Yes,Urban,1944,290,1
CASE_4475,USA,2023-10-30,New York,New York City Criminal Court,56,Female,Asian,Medium,68573,Theft,High,2,Yes,Urban,64237,258,0
CASE_4476,USA,2022-02-24,Illinois,Cook County Circuit Court,36,Female,White,Medium,40931,Assault,Medium,1,No,Rural,8415,320,0
CASE_4477,USA,2023-06-16,New York,New York City Criminal Court,32,Male,White,Medium,75076,Assault,Medium,2,Yes,Rural,14841,360,0
CASE_4478,USA,2022-01-24,Illinois,Cook County Circuit Court,28,Female,Black,Low,17558,Fraud,Medium,0,Yes,Rural,25010,223,1
CASE_4479,USA,2023-10-02,Illinois,Cook County Circuit Court,66,Male,Black,Medium,80726,Theft,High,5,No,Urban,95980,287,0
CASE_4480,USA,2022-03-23,Texas,Harris County District Court,29,Female,Native American,Low,34916,Assault,Medium,4,Yes,Rural,16894,317,0
CASE_4481,USA,2022-05-04,Texas,Harris County District Court,20,Male,Native American,Low,29238,Fraud,Medium,2,No,Urban,26495,183,0
CASE_4482,USA,2023-10-24,Illinois,Cook County Circuit Court,28,Female,Native American,High,222807,WhiteCollar,Low,2,No,Urban,1403,116,1
CASE_4483,USA,2023-10-19,California,Superior Court of California,50,Male,Native American,Medium,60400,Fraud,High,1,No,Urban,117879,313,0
CASE_4484,USA,2022-04-02,Arizona,Maricopa County Superior Court,27,Male,Asian,Medium,42097,WhiteCollar,High,4,No,Rural,130880,255,0
CASE_4485,USA,2024-02-23,Arizona,Maricopa County Superior Court,66,Male,Hispanic,High,443081,WhiteCollar,Low,1,No,Rural,4790,392,1
CASE_4486,USA,2023-11-03,New York,New York City Criminal Court,62,Male,Black,Low,19651,Assault,Medium,4,No,Rural,32822,232,0
CASE_4487,USA,2022-07-01,California,Superior Court of California,64,Male,Hispanic,High,294572,Theft,Low,3,No,Urban,1044,395,1
CASE_4488,USA,2023-03-01,New York,New York City Criminal Court,56,Female,Black,Low,17269,Theft,High,5,No,Rural,48003,410,0
CASE_4489,USA,2023-11-27,New York,New York City Criminal Court,62,Male,White,High,487877,Fraud,Low,5,Yes,Urban,871,356,1
CASE_4490,USA,2023-02-07,Arizona,Maricopa County Superior Court,24,Female,Asian,Medium,59287,Assault,Medium,3,Yes,Urban,24149,213,1
CASE_4491,USA,2023-08-06,Texas,Harris County District Court,42,Male,Black,Low,32710,Fraud,Medium,3,No,Rural,16413,204,1
CASE_4492,USA,2022-04-11,Illinois,Cook County Circuit Court,24,Female,White,Medium,38364,WhiteCollar,High,0,Yes,Urban,54111,339,0
CASE_4493,USA,2023-08-07,Arizona,Maricopa County Superior Court,48,Female,Black,Medium,84583,WhiteCollar,Medium,1,Yes,Urban,26599,251,1
CASE_4494,USA,2023-02-01,Arizona,Maricopa County Superior Court,48,Male,White,Low,28778,WhiteCollar,Low,4,Yes,Rural,3643,104,1
CASE_4495,USA,2023-01-15,Illinois,Cook County Circuit Court,58,Male,White,Medium,48075,Theft,Medium,2,No,Rural,20104,156,0
CASE_4496,USA,2022-05-27,Illinois,Cook County Circuit Court,23,Male,Black,Low,25450,Theft,Medium,4,No,Rural,27937,200,1
CASE_4497,USA,2022-10-16,New York,New York City Criminal Court,55,Female,Native American,Low,22292,WhiteCollar,High,2,Yes,Urban,44595,374,0
CASE_4498,USA,2022-01-06,California,Superior Court of California,46,Female,Black,High,140222,Fraud,Low,1,No,Rural,3316,164,1
CASE_4499,USA,2023-11-24,California,Superior Court of California,65,Female,Hispanic,Low,17642,Fraud,Medium,1,No,Urban,17126,335,0
CASE_4500,USA,2024-02-27,California,Superior Court of California,42,Male,White,High,329444,Fraud,Low,1,No,Rural,3492,109,1
CASE_4501,USA,2022-09-25,Illinois,Cook County Circuit Court,65,Male,Black,High,254821,Fraud,High,4,No,Urban,124576,261,0
CASE_4502,USA,2022-03-14,New York,New York City Criminal Court,63,Female,Black,Low,19873,Assault,Medium,2,No,Urban,30163,393,1
CASE_4503,USA,2022-08-16,California,Superior Court of California,68,Male,Native American,High,179909,WhiteCollar,Medium,5,No,Rural,19045,98,1
CASE_4504,USA,2022-06-18,Illinois,Cook County Circuit Court,29,Male,White,Low,21945,Theft,High,2,Yes,Rural,131749,141,0
CASE_4505,USA,2022-07-26,Illinois,Cook County Circuit Court,54,Male,Native American,Medium,38966,Theft,Low,2,No,Urban,4775,142,1
CASE_4506,USA,2022-04-16,Arizona,Maricopa County Superior Court,49,Female,White,Low,24120,Fraud,Medium,0,No,Urban,8828,342,1
CASE_4507,USA,2022-03-29,Illinois,Cook County Circuit Court,69,Female,Black,High,495155,Theft,High,5,Yes,Urban,148621,335,0
CASE_4508,USA,2023-11-03,Illinois,Cook County Circuit Court,54,Male,Hispanic,Medium,82074,Fraud,Low,3,Yes,Urban,2674,182,1
CASE_4509,USA,2022-06-16,Illinois,Cook County Circuit Court,22,Male,Hispanic,Low,24064,Fraud,Low,0,No,Urban,6248,439,1
CASE_4510,USA,2023-06-21,California,Superior Court of California,18,Female,Native American,High,485344,Assault,Medium,2,No,Rural,9792,308,1
CASE_4511,USA,2022-02-05,New York,New York City Criminal Court,70,Male,Asian,Medium,69129,Assault,Medium,0,No,Urban,10654,244,1
CASE_4512,USA,2023-08-26,Illinois,Cook County Circuit Court,47,Male,Native American,Low,19273,Assault,Low,4,No,Rural,2721,181,1
CASE_4513,USA,2022-07-30,California,Superior Court of California,20,Male,White,High,218674,Theft,Low,2,Yes,Urban,2137,153,1
CASE_4514,USA,2023-09-26,Illinois,Cook County Circuit Court,70,Male,Native American,Medium,53793,WhiteCollar,High,3,No,Urban,46039,250,0
CASE_4515,USA,2022-11-27,Arizona,Maricopa County Superior Court,69,Male,White,Low,30949,Fraud,Medium,0,No,Urban,17555,503,1
CASE_4516,USA,2022-11-09,Arizona,Maricopa County Superior Court,61,Male,Asian,Low,27491,Assault,Low,0,Yes,Urban,1633,119,1
CASE_4517,USA,2023-08-31,Texas,Harris County District Court,53,Male,Native American,High,367226,Fraud,High,0,Yes,Rural,130261,55,0
CASE_4518,USA,2023-03-01,New York,New York City Criminal Court,45,Male,Black,Medium,67989,Theft,High,1,No,Rural,152893,168,0
CASE_4519,USA,2022-07-27,California,Superior Court of California,46,Female,Asian,Low,18108,Assault,Medium,0,Yes,Urban,18639,338,1
CASE_4520,USA,2024-01-25,Illinois,Cook County Circuit Court,37,Female,Asian,High,448227,Assault,Medium,5,Yes,Rural,16057,239,0
CASE_4521,USA,2023-05-20,Texas,Harris County District Court,36,Female,Black,High,265690,Fraud,Low,0,Yes,Rural,2508,266,1
CASE_4522,USA,2022-12-18,Arizona,Maricopa County Superior Court,59,Male,Asian,Medium,35272,Theft,Low,5,Yes,Urban,2632,74,1
CASE_4523,USA,2023-06-07,Texas,Harris County District Court,69,Female,Hispanic,Low,25447,Theft,Low,3,No,Urban,3027,499,1
CASE_4524,USA,2023-01-05,Illinois,Cook County Circuit Court,29,Female,Asian,High,152586,Fraud,High,5,Yes,Urban,81964,222,1
CASE_4525,USA,2024-02-01,Texas,Harris County District Court,70,Male,White,Low,18293,Fraud,High,0,No,Rural,115893,403,1
CASE_4526,USA,2022-08-02,Arizona,Maricopa County Superior Court,35,Female,Asian,High,402351,Theft,High,5,Yes,Urban,111338,194,0
CASE_4527,USA,2022-02-04,New York,New York City Criminal Court,46,Female,Native American,High,327758,Assault,Medium,5,No,Rural,19125,173,0
CASE_4528,USA,2022-02-15,Texas,Harris County District Court,31,Male,Asian,Medium,64635,Assault,High,5,Yes,Urban,120259,133,0
CASE_4529,USA,2022-03-30,Arizona,Maricopa County Superior Court,32,Female,Hispanic,Low,28127,WhiteCollar,Medium,0,No,Rural,15577,432,1
CASE_4530,USA,2023-07-09,New York,New York City Criminal Court,45,Female,Asian,High,399199,WhiteCollar,High,4,No,Urban,36143,156,0
CASE_4531,USA,2022-02-21,Texas,Harris County District Court,66,Female,Black,Medium,75378,Fraud,High,0,No,Rural,80216,122,1
CASE_4532,USA,2022-06-04,Texas,Harris County District Court,44,Female,White,High,405310,Assault,Low,0,No,Urban,2747,358,1
CASE_4533,USA,2023-11-29,Illinois,Cook County Circuit Court,19,Male,Hispanic,High,254543,Theft,Medium,2,Yes,Urban,23486,228,1
CASE_4534,USA,2022-11-06,California,Superior Court of California,60,Female,Black,Low,21225,Assault,High,0,No,Rural,206837,474,0
CASE_4535,USA,2024-02-24,Arizona,Maricopa County Superior Court,20,Female,Asian,High,271320,Assault,Medium,3,No,Rural,7664,284,1
CASE_4536,USA,2023-08-07,California,Superior Court of California,59,Male,White,High,189399,Theft,Low,4,Yes,Rural,2036,160,0
CASE_4537,USA,2024-01-20,Illinois,Cook County Circuit Court,18,Male,Black,High,183354,Theft,High,0,No,Rural,36071,188,1
CASE_4538,USA,2022-12-31,Illinois,Cook County Circuit Court,49,Male,White,High,489172,Assault,High,4,Yes,Urban,107625,30,0
CASE_4539,USA,2023-11-04,Texas,Harris County District Court,55,Female,Native American,High,494958,WhiteCollar,High,4,Yes,Rural,103224,363,0
CASE_4540,USA,2023-03-07,Arizona,Maricopa County Superior Court,23,Female,Asian,Medium,85188,WhiteCollar,Medium,1,Yes,Rural,14468,276,1
CASE_4541,USA,2022-04-03,California,Superior Court of California,21,Female,Black,Low,19323,WhiteCollar,High,3,Yes,Urban,178017,141,0
CASE_4542,USA,2023-11-13,California,Superior Court of California,18,Female,Asian,High,233176,Assault,Low,4,Yes,Rural,2135,214,1
CASE_4543,USA,2023-04-09,Texas,Harris County District Court,68,Male,Native American,Low,28118,Assault,Medium,5,No,Rural,27033,352,0
CASE_4544,USA,2022-05-29,California,Superior Court of California,53,Female,Black,High,168538,Fraud,Low,4,Yes,Urban,5805,293,1
CASE_4545,USA,2023-07-31,Arizona,Maricopa County Superior Court,37,Female,Native American,High,339400,Assault,Low,5,Yes,Urban,3097,301,1
CASE_4546,USA,2023-10-03,California,Superior Court of California,62,Female,Black,Low,32131,Theft,High,2,Yes,Rural,148555,409,0
CASE_4547,USA,2022-09-24,Arizona,Maricopa County Superior Court,33,Male,Black,Low,26229,Fraud,High,5,Yes,Urban,89174,178,0
CASE_4548,USA,2022-03-17,New York,New York City Criminal Court,62,Male,Black,Medium,35699,Fraud,Medium,2,No,Urban,9088,396,1
CASE_4549,USA,2023-08-23,Texas,Harris County District Court,32,Female,White,Low,16971,Assault,Low,0,No,Rural,5214,492,1
CASE_4550,USA,2022-08-30,New York,New York City Criminal Court,20,Male,Asian,Low,20439,Theft,Low,5,Yes,Rural,3088,427,0
CASE_4551,USA,2022-01-20,Texas,Harris County District Court,67,Male,Hispanic,Low,26678,Theft,High,0,Yes,Rural,159876,286,0
CASE_4552,USA,2022-08-01,California,Superior Court of California,28,Male,White,Low,23580,Fraud,High,2,No,Urban,77405,434,0
CASE_4553,USA,2022-05-18,Illinois,Cook County Circuit Court,65,Female,Asian,High,431682,Assault,High,3,No,Rural,43637,154,1
CASE_4554,USA,2022-09-25,Texas,Harris County District Court,58,Female,Native American,Medium,87262,Fraud,Medium,3,Yes,Urban,7042,262,0
CASE_4555,USA,2023-11-07,Illinois,Cook County Circuit Court,59,Male,White,High,394727,Theft,Low,3,Yes,Urban,2606,334,1
CASE_4556,USA,2022-01-06,Illinois,Cook County Circuit Court,29,Male,White,Low,15829,WhiteCollar,High,5,No,Urban,70890,165,0
CASE_4557,USA,2023-12-07,California,Superior Court of California,29,Male,Native American,Medium,63919,Theft,Medium,1,No,Urban,8619,425,1
CASE_4558,USA,2022-09-21,Illinois,Cook County Circuit Court,52,Male,Asian,Medium,80383,Theft,Low,4,No,Urban,3595,371,0
CASE_4559,USA,2023-05-22,California,Superior Court of California,59,Female,Asian,Medium,52845,Theft,High,3,No,Rural,60518,198,0
CASE_4560,USA,2023-02-17,Arizona,Maricopa County Superior Court,18,Female,White,Low,27819,Fraud,Medium,4,Yes,Urban,5939,117,0
CASE_4561,USA,2022-07-25,Texas,Harris County District Court,68,Female,White,Low,26399,WhiteCollar,High,4,No,Rural,152122,352,0
CASE_4562,USA,2023-07-16,Arizona,Maricopa County Superior Court,55,Male,Asian,Low,20526,WhiteCollar,Low,5,No,Urban,2368,415,1
CASE_4563,USA,2023-04-25,Illinois,Cook County Circuit Court,19,Male,White,Low,17751,Fraud,Low,3,No,Rural,3794,370,1
CASE_4564,USA,2022-08-11,Texas,Harris County District Court,58,Female,White,High,351086,WhiteCollar,Low,5,Yes,Urban,2116,266,1
CASE_4565,USA,2022-05-06,New York,New York City Criminal Court,41,Female,Native American,Low,15515,Theft,Low,2,Yes,Urban,1077,303,1
CASE_4566,USA,2022-03-06,Texas,Harris County District Court,20,Female,White,Low,17260,WhiteCollar,Low,2,No,Rural,5113,439,1
CASE_4567,USA,2023-04-01,New York,New York City Criminal Court,53,Female,Asian,Low,27543,WhiteCollar,Low,0,No,Rural,5447,197,1
CASE_4568,USA,2022-05-20,Texas,Harris County District Court,35,Female,Asian,High,281942,Assault,Medium,4,Yes,Urban,14026,232,1
CASE_4569,USA,2023-12-19,Illinois,Cook County Circuit Court,19,Male,White,Medium,80589,Theft,Medium,5,No,Rural,22623,377,0
CASE_4570,USA,2022-08-01,California,Superior Court of California,56,Male,Asian,Low,33353,Assault,High,4,Yes,Rural,149358,158,0
CASE_4571,USA,2023-07-13,New York,New York City Criminal Court,69,Male,Asian,High,186249,Fraud,Low,2,No,Urban,2603,343,1
CASE_4572,USA,2022-03-12,Texas,Harris County District Court,43,Male,Black,High,279000,Fraud,High,2,No,Rural,45154,124,0
CASE_4573,USA,2023-05-23,New York,New York City Criminal Court,32,Male,Asian,High,275094,Theft,Low,2,No,Rural,1719,375,1
CASE_4574,USA,2023-07-25,Texas,Harris County District Court,31,Male,Black,High,258148,Assault,Low,2,No,Urban,2889,103,1
CASE_4575,USA,2022-06-10,California,Superior Court of California,25,Male,Hispanic,Medium,85428,Assault,Low,5,Yes,Rural,2783,254,1
CASE_4576,USA,2022-07-07,Arizona,Maricopa County Superior Court,40,Male,Asian,Low,23196,Fraud,Low,1,Yes,Urban,1009,244,1
CASE_4577,USA,2023-09-11,Arizona,Maricopa County Superior Court,55,Male,Asian,High,311466,WhiteCollar,High,5,Yes,Urban,132090,317,0
CASE_4578,USA,2022-12-05,Illinois,Cook County Circuit Court,59,Female,Hispanic,Low,24047,Theft,High,4,No,Rural,102931,398,0
CASE_4579,USA,2023-06-03,Texas,Harris County District Court,60,Female,Asian,High,305738,WhiteCollar,High,1,No,Rural,141290,271,0
CASE_4580,USA,2023-06-29,Arizona,Maricopa County Superior Court,29,Female,Black,Low,27447,Theft,High,2,No,Rural,35691,378,0
CASE_4581,USA,2022-09-17,Arizona,Maricopa County Superior Court,56,Male,Native American,High,209846,WhiteCollar,Medium,2,Yes,Urban,10574,124,1
CASE_4582,USA,2023-02-05,New York,New York City Criminal Court,22,Male,Asian,Low,33165,Theft,High,5,No,Rural,84292,262,0
CASE_4583,USA,2023-03-11,Arizona,Maricopa County Superior Court,51,Male,Hispanic,Medium,87322,WhiteCollar,Low,3,No,Urban,1602,340,1
CASE_4584,USA,2022-02-18,New York,New York City Criminal Court,58,Female,Asian,High,304271,Fraud,Medium,5,No,Urban,9152,251,0
CASE_4585,USA,2023-07-23,California,Superior Court of California,69,Male,Black,Medium,66804,Fraud,Medium,2,No,Rural,30744,417,0
CASE_4586,USA,2023-06-04,Arizona,Maricopa County Superior Court,24,Female,White,Medium,72092,Assault,High,2,No,Rural,51583,373,0
CASE_4587,USA,2022-12-01,Texas,Harris County District Court,34,Male,Asian,High,113708,Theft,Medium,5,No,Urban,21831,370,0
CASE_4588,USA,2022-08-26,New York,New York City Criminal Court,24,Female,Hispanic,High,214736,Fraud,High,4,No,Rural,36446,351,0
CASE_4589,USA,2022-09-03,Illinois,Cook County Circuit Court,24,Male,Asian,Low,29984,Theft,Low,4,Yes,Rural,992,130,1
CASE_4590,USA,2023-02-09,California,Superior Court of California,54,Female,Hispanic,Medium,36639,Fraud,Medium,0,Yes,Rural,26637,193,1
CASE_4591,USA,2022-08-02,Illinois,Cook County Circuit Court,63,Female,Hispanic,Low,23908,Assault,High,5,No,Urban,162349,279,0
CASE_4592,USA,2023-06-18,California,Superior Court of California,36,Male,Black,Medium,83758,Assault,Medium,2,Yes,Urban,25997,184,0
CASE_4593,USA,2022-09-07,New York,New York City Criminal Court,18,Female,Native American,High,305003,Theft,High,5,Yes,Urban,99393,281,0
CASE_4594,USA,2023-04-29,New York,New York City Criminal Court,52,Female,White,Medium,65238,Assault,Medium,5,No,Urban,7178,259,1
CASE_4595,USA,2023-05-21,New York,New York City Criminal Court,44,Female,White,High,130312,Theft,High,2,No,Urban,96464,200,0
CASE_4596,USA,2023-01-22,Arizona,Maricopa County Superior Court,29,Male,Hispanic,Low,31679,Fraud,Low,0,Yes,Rural,2687,113,1
CASE_4597,USA,2022-09-09,Illinois,Cook County Circuit Court,29,Male,White,High,477507,Theft,Low,5,Yes,Urban,1183,317,1
