case_id,country,date,country_region,court_name,court_type,age,gender,ethnicity,income_level,annual_income_gbp,crime_type,severity_category,prior_cases,legal_representation,location_type,bail_amount_gbp,remand_days,bail_granted
CASE_5349,UK,2023-05-07,Scotland,Glasgow Sheriff Court,Magistrates Court,18,Male,Other,High,238930,WhiteCollar,Low,1,Yes,Rural,657,6,1
CASE_5350,UK,2022-10-24,Scotland,Glasgow Sheriff Court,Magistrates Court,41,Male,Other,Medium,50203,Fraud,Medium,3,No,Rural,14102,59,1
CASE_5351,UK,2024-02-04,Wales,Cardiff Crown Court,Crown Court,67,Female,Mixed,Medium,35083,Fraud,High,2,No,Rural,46545,61,0
CASE_5352,UK,2024-03-05,England,Westminster Magistrates' Court,Magistrates Court,34,Male,White British,Medium,47915,WhiteCollar,High,0,Yes,Rural,24712,67,0
CASE_5353,UK,2022-10-12,Wales,Cardiff Crown Court,Crown Court,66,Male,Black British,High,201877,Fraud,Low,3,Yes,Rural,920,13,0
CASE_5354,UK,2022-05-04,England,Westminster Magistrates' Court,Magistrates Court,53,Male,Asian British,Low,9557,WhiteCollar,High,1,Yes,Rural,56385,235,0
CASE_5355,UK,2023-02-13,England,Manchester Crown Court,Crown Court,40,Female,Other,Low,17665,Theft,Medium,3,No,Urban,4672,162,0
CASE_5356,UK,2022-12-07,Scotland,Glasgow Sheriff Court,Magistrates Court,28,Male,Black British,High,62172,Theft,High,1,No,Rural,73766,73,1
CASE_5357,UK,2022-08-30,England,Westminster Magistrates' Court,Magistrates Court,43,Female,Black British,Medium,50669,Theft,Medium,1,Yes,Rural,6245,136,1
CASE_5358,UK,2024-02-26,Wales,Cardiff Crown Court,Crown Court,53,Male,Black British,Medium,32227,WhiteCollar,Low,2,Yes,Rural,1131,82,1
CASE_5359,UK,2022-11-10,Wales,Cardiff Crown Court,Crown Court,22,Male,Black British,High,279328,Fraud,Low,2,Yes,Rural,2403,130,1
CASE_5360,UK,2022-10-17,England,Birmingham Magistrates' Court,Magistrates Court,49,Female,Black British,Medium,25062,Assault,High,2,Yes,Urban,63612,47,0
CASE_5361,UK,2022-04-11,England,Manchester Crown Court,Crown Court,30,Female,Other,Low,10593,Fraud,High,3,No,Rural,17626,107,0
CASE_5362,UK,2023-04-06,Wales,Cardiff Crown Court,Crown Court,33,Female,Other,Medium,31811,Fraud,Medium,0,No,Rural,11700,53,1
CASE_5363,UK,2023-09-21,England,Birmingham Magistrates' Court,Magistrates Court,32,Male,Other,High,57800,WhiteCollar,Medium,4,Yes,Rural,9366,55,1
CASE_5364,UK,2023-02-18,Scotland,Glasgow Sheriff Court,Magistrates Court,22,Male,Other,High,175993,Theft,Low,2,No,Rural,1087,97,1
CASE_5365,UK,2023-10-08,Scotland,Glasgow Sheriff Court,Magistrates Court,29,Female,Other,High,170195,Fraud,Low,2,Yes,Urban,2323,65,1
CASE_5366,UK,2023-03-25,England,Manchester Crown Court,Crown Court,41,Female,Mixed,High,271603,Fraud,Low,1,No,Rural,1701,185,1
CASE_5367,UK,2022-01-10,England,Manchester Crown Court,Crown Court,30,Male,Other,High,229093,Assault,Low,3,Yes,Urban,663,10,1
CASE_5368,UK,2023-10-12,Scotland,Glasgow Sheriff Court,Magistrates Court,37,Male,White British,Low,13024,WhiteCollar,Low,0,Yes,Rural,1697,227,1
CASE_5369,UK,2023-06-21,Scotland,Glasgow Sheriff Court,Magistrates Court,35,Male,Asian British,Medium,22558,Theft,Medium,0,No,Urban,9011,122,1
CASE_5370,UK,2024-01-29,Scotland,Glasgow Sheriff Court,Magistrates Court,53,Female,White British,Medium,30150,Fraud,Medium,3,No,Urban,13446,52,1
CASE_5371,UK,2022-01-30,England,Westminster Magistrates' Court,Magistrates Court,46,Male,Mixed,High,59562,Fraud,Medium,5,Yes,Urban,9680,65,0
CASE_5372,UK,2023-11-16,England,Westminster Magistrates' Court,Magistrates Court,28,Male,White British,High,245989,WhiteCollar,Low,3,No,Rural,554,169,1
CASE_5373,UK,2022-11-24,England,Manchester Crown Court,Crown Court,25,Male,White British,Low,16838,Assault,Medium,0,Yes,Rural,8798,201,1
CASE_5374,UK,2024-02-22,England,Birmingham Magistrates' Court,Magistrates Court,55,Male,Mixed,Medium,54772,Assault,High,4,No,Urban,23299,161,0
CASE_5375,UK,2023-09-08,England,Birmingham Magistrates' Court,Magistrates Court,57,Male,Other,Low,17171,Assault,High,3,No,Rural,17609,249,0
CASE_5376,UK,2022-08-28,Scotland,Glasgow Sheriff Court,Magistrates Court,60,Male,Other,Medium,54241,Assault,High,5,No,Urban,67924,122,0
CASE_5377,UK,2023-01-26,Scotland,Glasgow Sheriff Court,Magistrates Court,26,Female,White British,Low,10557,WhiteCollar,Low,3,Yes,Urban,442,111,1
CASE_5378,UK,2022-01-04,England,Manchester Crown Court,Crown Court,58,Male,Asian British,High,115585,WhiteCollar,Low,5,Yes,Rural,2280,190,0
CASE_5379,UK,2022-08-14,England,Westminster Magistrates' Court,Magistrates Court,18,Female,White British,Low,14929,Assault,Low,0,No,Urban,1102,218,1
CASE_5380,UK,2022-10-11,Wales,Cardiff Crown Court,Crown Court,63,Female,Mixed,Medium,23093,Theft,Low,1,No,Rural,2386,202,1
CASE_5381,UK,2023-05-22,Wales,Cardiff Crown Court,Crown Court,37,Male,Other,High,144288,Assault,High,4,No,Urban,54793,146,0
CASE_5382,UK,2024-02-10,Scotland,Glasgow Sheriff Court,Magistrates Court,53,Male,Other,Medium,52419,Fraud,High,2,Yes,Rural,39683,99,0
CASE_5383,UK,2023-06-27,England,Birmingham Magistrates' Court,Magistrates Court,34,Female,Mixed,Low,13328,Theft,High,1,No,Urban,21487,253,0
CASE_5384,UK,2022-04-10,England,Manchester Crown Court,Crown Court,66,Male,Asian British,Medium,52823,Theft,Low,4,Yes,Urban,657,172,1
CASE_5385,UK,2023-07-10,England,Birmingham Magistrates' Court,Magistrates Court,42,Male,Black British,High,262009,Assault,Low,3,Yes,Rural,892,105,1
CASE_5386,UK,2022-09-20,England,Birmingham Magistrates' Court,Magistrates Court,34,Male,Other,Medium,37677,Theft,High,4,No,Urban,58845,117,0
CASE_5387,UK,2022-04-25,England,Birmingham Magistrates' Court,Magistrates Court,26,Female,Asian British,Medium,47327,WhiteCollar,Medium,4,Yes,Rural,3661,173,1
CASE_5388,UK,2023-11-29,Wales,Cardiff Crown Court,Crown Court,31,Female,Asian British,High,85124,WhiteCollar,High,1,Yes,Urban,28095,119,1
CASE_5389,UK,2023-09-15,England,Manchester Crown Court,Crown Court,65,Female,Asian British,Low,8247,Theft,Low,3,Yes,Rural,1907,192,1
CASE_5390,UK,2023-10-25,England,Manchester Crown Court,Crown Court,24,Female,White British,Medium,20631,WhiteCollar,Low,2,No,Rural,1224,27,0
CASE_5391,UK,2022-09-20,England,Birmingham Magistrates' Court,Magistrates Court,20,Male,Asian British,Low,15986,Assault,High,1,No,Rural,80914,124,0
CASE_5392,UK,2022-01-23,England,Westminster Magistrates' Court,Magistrates Court,69,Female,White British,High,145834,Theft,Low,1,No,Urban,842,132,1
CASE_5393,UK,2024-01-01,England,Westminster Magistrates' Court,Magistrates Court,33,Female,Asian British,Medium,32742,WhiteCollar,Low,5,No,Urban,680,107,0
CASE_5394,UK,2022-01-12,England,Birmingham Magistrates' Court,Magistrates Court,66,Male,Black British,Low,12582,Assault,Medium,1,Yes,Urban,12611,150,0
CASE_5395,UK,2022-06-28,England,Birmingham Magistrates' Court,Magistrates Court,39,Male,Other,High,77497,Fraud,High,5,Yes,Urban,24418,90,0
CASE_5396,UK,2023-04-22,England,Birmingham Magistrates' Court,Magistrates Court,63,Female,Other,High,131867,WhiteCollar,High,1,Yes,Urban,18928,179,0
CASE_5397,UK,2022-01-04,Wales,Cardiff Crown Court,Crown Court,70,Male,Asian British,Medium,29040,WhiteCollar,Medium,1,Yes,Urban,8340,174,1
CASE_5398,UK,2022-04-12,Scotland,Glasgow Sheriff Court,Magistrates Court,41,Female,Black British,Low,18992,Assault,Low,1,No,Urban,2752,125,1
CASE_5399,UK,2022-07-10,Wales,Cardiff Crown Court,Crown Court,23,Male,Mixed,Low,9127,Theft,Medium,4,No,Urban,4167,163,0
CASE_5400,UK,2023-10-03,England,Manchester Crown Court,Crown Court,45,Female,Black British,High,141243,Theft,Medium,3,No,Urban,13552,200,0
CASE_5401,UK,2022-01-25,England,Westminster Magistrates' Court,Magistrates Court,54,Male,Asian British,Medium,22503,WhiteCollar,Medium,0,Yes,Urban,11214,120,1
CASE_5402,UK,2022-04-13,England,Birmingham Magistrates' Court,Magistrates Court,26,Male,Mixed,Medium,42878,Fraud,Low,1,No,Urban,1243,67,1
CASE_5403,UK,2022-06-07,Scotland,Glasgow Sheriff Court,Magistrates Court,22,Female,White British,Medium,52227,Fraud,High,4,No,Rural,65305,165,0
CASE_5404,UK,2023-01-29,England,Birmingham Magistrates' Court,Magistrates Court,26,Male,Other,Medium,43294,WhiteCollar,Medium,2,Yes,Rural,8646,21,0
CASE_5405,UK,2023-09-20,Wales,Cardiff Crown Court,Crown Court,53,Female,Black British,Low,8505,WhiteCollar,Medium,0,Yes,Urban,8580,143,1
CASE_5406,UK,2022-08-24,England,Birmingham Magistrates' Court,Magistrates Court,55,Male,Black British,High,255687,WhiteCollar,Low,2,Yes,Rural,238,154,1
CASE_5407,UK,2023-05-23,England,Westminster Magistrates' Court,Magistrates Court,45,Female,Other,High,258467,WhiteCollar,Medium,0,No,Rural,6212,34,0
CASE_5408,UK,2023-06-27,England,Westminster Magistrates' Court,Magistrates Court,64,Male,Asian British,Low,9464,Assault,Low,2,Yes,Rural,2078,191,1
CASE_5409,UK,2022-08-06,England,Manchester Crown Court,Crown Court,55,Male,Mixed,High,74729,Fraud,High,4,No,Urban,68783,70,0
CASE_5410,UK,2023-05-22,England,Manchester Crown Court,Crown Court,21,Female,Mixed,Medium,33539,Fraud,Low,2,Yes,Rural,1517,28,1
CASE_5411,UK,2022-03-12,Scotland,Glasgow Sheriff Court,Magistrates Court,49,Male,Other,High,56316,Assault,Low,0,Yes,Rural,736,153,1
CASE_5412,UK,2023-07-02,England,Manchester Crown Court,Crown Court,30,Female,White British,Low,16631,Fraud,Low,1,No,Urban,2017,171,1
CASE_5413,UK,2022-09-18,Wales,Cardiff Crown Court,Crown Court,39,Female,Asian British,Medium,31035,Fraud,Low,2,No,Rural,2381,119,1
CASE_5414,UK,2024-01-30,Scotland,Glasgow Sheriff Court,Magistrates Court,21,Male,White British,Low,16193,Theft,Low,3,No,Rural,1430,81,1
CASE_5415,UK,2023-02-12,England,Manchester Crown Court,Crown Court,30,Male,Other,Medium,30856,WhiteCollar,High,5,Yes,Rural,39725,85,0
CASE_5416,UK,2023-06-27,Wales,Cardiff Crown Court,Crown Court,25,Female,Black British,High,240386,Theft,Medium,5,Yes,Urban,3683,167,0
CASE_5417,UK,2023-08-18,England,Birmingham Magistrates' Court,Magistrates Court,61,Female,Black British,High,206182,Assault,Medium,2,Yes,Rural,5964,181,1
CASE_5418,UK,2023-04-05,England,Westminster Magistrates' Court,Magistrates Court,70,Male,Asian British,Low,13046,Assault,Low,0,Yes,Rural,343,182,1
CASE_5419,UK,2023-06-06,Wales,Cardiff Crown Court,Crown Court,19,Female,Asian British,Low,16078,Fraud,High,2,Yes,Rural,60671,148,0
CASE_5420,UK,2022-12-10,Wales,Cardiff Crown Court,Crown Court,36,Male,White British,Low,8392,Theft,Medium,3,Yes,Rural,12085,52,0
CASE_5421,UK,2022-04-06,England,Westminster Magistrates' Court,Magistrates Court,33,Female,White British,Medium,29284,WhiteCollar,Low,0,No,Urban,1266,90,1
CASE_5422,UK,2023-01-15,England,Manchester Crown Court,Crown Court,27,Male,White British,High,155834,Fraud,Medium,5,No,Rural,7631,151,0
CASE_5423,UK,2023-11-19,Wales,Cardiff Crown Court,Crown Court,63,Female,White British,Medium,27337,Assault,Low,3,Yes,Rural,962,58,1
CASE_5424,UK,2022-10-21,Wales,Cardiff Crown Court,Crown Court,43,Male,Mixed,Low,8379,WhiteCollar,Low,0,No,Urban,1098,106,1
CASE_5425,UK,2023-09-18,Scotland,Glasgow Sheriff Court,Magistrates Court,29,Female,Mixed,Medium,24533,Fraud,High,3,No,Urban,42372,195,0
CASE_5426,UK,2022-12-11,England,Birmingham Magistrates' Court,Magistrates Court,62,Male,Mixed,Medium,49073,Assault,Low,5,No,Urban,854,190,0
CASE_5427,UK,2023-10-12,Scotland,Glasgow Sheriff Court,Magistrates Court,38,Male,Other,High,228954,Fraud,High,3,No,Rural,71232,24,0
CASE_5428,UK,2023-04-18,England,Birmingham Magistrates' Court,Magistrates Court,45,Male,White British,Medium,36820,WhiteCollar,Low,5,No,Rural,2376,180,0
CASE_5429,UK,2023-09-17,Scotland,Glasgow Sheriff Court,Magistrates Court,66,Female,Mixed,Medium,45673,WhiteCollar,Medium,0,Yes,Rural,11562,31,1
CASE_5430,UK,2023-01-23,England,Birmingham Magistrates' Court,Magistrates Court,54,Female,White British,Medium,52568,Fraud,Medium,2,No,Rural,12246,136,0
CASE_5431,UK,2022-01-30,England,Westminster Magistrates' Court,Magistrates Court,20,Male,Asian British,Medium,26237,Theft,Medium,4,Yes,Urban,7355,134,0
CASE_5432,UK,2022-02-16,England,Birmingham Magistrates' Court,Magistrates Court,29,Male,Asian British,High,141661,Assault,Medium,0,Yes,Urban,5125,154,1
CASE_5433,UK,2022-10-29,Wales,Cardiff Crown Court,Crown Court,44,Male,Asian British,Medium,32478,WhiteCollar,High,1,No,Rural,73027,64,0
CASE_5434,UK,2022-06-30,Wales,Cardiff Crown Court,Crown Court,50,Male,White British,High,102109,Fraud,Low,5,Yes,Urban,1474,121,1
CASE_5435,UK,2023-08-06,Wales,Cardiff Crown Court,Crown Court,30,Female,White British,Medium,21253,Theft,Low,3,Yes,Rural,502,60,1
CASE_5436,UK,2024-01-26,Scotland,Glasgow Sheriff Court,Magistrates Court,28,Female,Black British,Low,8619,Fraud,Medium,1,Yes,Rural,14757,104,1
CASE_5437,UK,2024-02-28,Wales,Cardiff Crown Court,Crown Court,70,Male,Black British,High,123295,Theft,High,0,No,Urban,49289,101,1
CASE_5438,UK,2023-03-15,England,Manchester Crown Court,Crown Court,47,Female,Mixed,Low,16724,Assault,Medium,0,No,Rural,4723,148,1
CASE_5439,UK,2023-06-20,England,Westminster Magistrates' Court,Magistrates Court,39,Male,Other,Medium,30302,Theft,High,3,Yes,Urban,47862,108,0
CASE_5440,UK,2022-10-28,England,Westminster Magistrates' Court,Magistrates Court,33,Male,Black British,Low,13342,Fraud,High,2,Yes,Urban,67541,216,0
CASE_5441,UK,2023-12-23,England,Manchester Crown Court,Crown Court,30,Female,White British,Low,12968,WhiteCollar,High,5,No,Rural,29213,177,0
CASE_5442,UK,2022-06-26,Wales,Cardiff Crown Court,Crown Court,58,Male,White British,Medium,50835,Theft,Low,4,Yes,Rural,595,175,1
CASE_5443,UK,2022-12-19,Wales,Cardiff Crown Court,Crown Court,26,Male,Asian British,High,268646,Fraud,Medium,2,No,Urban,7698,175,1
CASE_5444,UK,2022-10-02,England,Birmingham Magistrates' Court,Magistrates Court,35,Male,Mixed,Low,11937,Theft,High,1,No,Rural,15052,63,0
CASE_5445,UK,2024-03-04,England,Birmingham Magistrates' Court,Magistrates Court,22,Male,Black British,Medium,49128,Theft,Low,3,Yes,Rural,1000,171,1
CASE_5446,UK,2023-07-07,England,Westminster Magistrates' Court,Magistrates Court,36,Male,Other,Low,14516,Theft,High,4,Yes,Rural,29660,130,0
CASE_5447,UK,2023-12-02,Scotland,Glasgow Sheriff Court,Magistrates Court,60,Male,Mixed,High,93421,WhiteCollar,High,5,Yes,Rural,30496,54,0
CASE_5448,UK,2022-10-01,England,Manchester Crown Court,Crown Court,27,Male,White British,Medium,41014,Fraud,Medium,4,Yes,Rural,8628,35,0
CASE_5449,UK,2022-08-21,England,Manchester Crown Court,Crown Court,57,Male,Asian British,Medium,39122,Assault,Low,2,Yes,Urban,682,147,1
CASE_5450,UK,2022-03-21,England,Westminster Magistrates' Court,Magistrates Court,43,Female,Black British,Medium,36228,WhiteCollar,Medium,5,No,Rural,4174,98,0
CASE_5451,UK,2023-08-16,England,Westminster Magistrates' Court,Magistrates Court,40,Male,White British,High,259412,Theft,Medium,1,No,Urban,11556,128,1
CASE_5452,UK,2023-02-16,England,Westminster Magistrates' Court,Magistrates Court,62,Female,Mixed,Low,12833,WhiteCollar,Low,1,Yes,Urban,1370,192,1
CASE_5453,UK,2022-04-01,England,Birmingham Magistrates' Court,Magistrates Court,21,Female,Mixed,High,209338,WhiteCollar,High,4,Yes,Rural,45664,10,0
CASE_5454,UK,2023-01-15,Scotland,Glasgow Sheriff Court,Magistrates Court,47,Female,Asian British,Medium,26655,Assault,High,0,No,Rural,65466,190,1
CASE_5455,UK,2022-01-28,England,Manchester Crown Court,Crown Court,35,Male,Mixed,High,182605,Theft,Medium,0,Yes,Urban,9350,152,1
CASE_5456,UK,2022-10-01,England,Birmingham Magistrates' Court,Magistrates Court,32,Female,White British,Medium,26828,WhiteCollar,Medium,0,No,Urban,11978,193,0
CASE_5457,UK,2022-09-11,England,Birmingham Magistrates' Court,Magistrates Court,38,Male,Asian British,Medium,32842,Assault,Medium,4,Yes,Urban,10931,165,1
CASE_5458,UK,2023-05-05,England,Manchester Crown Court,Crown Court,30,Female,Asian British,High,171080,Assault,Medium,4,No,Rural,17225,199,0
CASE_5459,UK,2022-03-06,Wales,Cardiff Crown Court,Crown Court,68,Female,Asian British,Medium,34456,WhiteCollar,Low,3,No,Rural,588,80,0
CASE_5460,UK,2022-12-30,England,Manchester Crown Court,Crown Court,33,Female,Other,Medium,30667,WhiteCollar,High,4,Yes,Rural,33737,106,0
CASE_5461,UK,2023-08-16,England,Birmingham Magistrates' Court,Magistrates Court,19,Female,Other,High,74658,Theft,High,2,No,Rural,47999,140,0
CASE_5462,UK,2022-03-08,England,Birmingham Magistrates' Court,Magistrates Court,25,Female,Other,Low,9293,Assault,High,4,Yes,Urban,48420,225,0
CASE_5463,UK,2022-03-04,Wales,Cardiff Crown Court,Crown Court,38,Female,Other,High,251132,Assault,High,2,Yes,Urban,24623,60,0
CASE_5464,UK,2023-05-21,England,Birmingham Magistrates' Court,Magistrates Court,21,Female,Asian British,Medium,27383,Fraud,Low,2,Yes,Rural,2909,95,1
CASE_5465,UK,2023-03-09,England,Westminster Magistrates' Court,Magistrates Court,60,Female,Other,High,120063,WhiteCollar,High,3,Yes,Urban,49714,9,0
CASE_5466,UK,2023-05-24,England,Birmingham Magistrates' Court,Magistrates Court,46,Male,White British,Low,18569,Theft,Medium,0,Yes,Urban,3917,125,1
CASE_5467,UK,2022-03-12,Scotland,Glasgow Sheriff Court,Magistrates Court,69,Female,Asian British,Medium,42862,Assault,Low,0,No,Urban,2460,183,1
CASE_5468,UK,2023-03-09,Scotland,Glasgow Sheriff Court,Magistrates Court,40,Female,Black British,High,149774,Fraud,Low,5,Yes,Urban,619,181,0
CASE_5469,UK,2023-08-14,England,Birmingham Magistrates' Court,Magistrates Court,53,Male,White British,Low,16286,WhiteCollar,Medium,4,No,Urban,4113,90,0
CASE_5470,UK,2022-07-08,England,Birmingham Magistrates' Court,Magistrates Court,38,Female,Mixed,Medium,31513,Assault,High,1,No,Urban,62536,152,0
CASE_5471,UK,2023-12-08,Scotland,Glasgow Sheriff Court,Magistrates Court,34,Female,White British,High,184550,Assault,Low,2,Yes,Urban,928,146,1
CASE_5472,UK,2022-11-02,Scotland,Glasgow Sheriff Court,Magistrates Court,37,Male,Black British,Medium,45649,Theft,Medium,3,Yes,Rural,4529,161,0
CASE_5473,UK,2023-10-27,Scotland,Glasgow Sheriff Court,Magistrates Court,39,Male,Black British,Medium,20604,Assault,Low,1,No,Rural,1263,99,1
CASE_5474,UK,2023-06-06,England,Birmingham Magistrates' Court,Magistrates Court,36,Female,Mixed,Medium,28668,Assault,Medium,4,Yes,Urban,10594,138,1
CASE_5475,UK,2023-11-24,Wales,Cardiff Crown Court,Crown Court,59,Male,Mixed,High,244321,WhiteCollar,Medium,5,Yes,Urban,11487,178,1
CASE_5476,UK,2022-04-23,Scotland,Glasgow Sheriff Court,Magistrates Court,58,Male,Black British,Low,14328,Fraud,Low,4,No,Rural,288,147,1
CASE_5477,UK,2022-02-02,England,Westminster Magistrates' Court,Magistrates Court,45,Male,Mixed,High,130379,WhiteCollar,High,5,Yes,Urban,38347,35,1
CASE_5478,UK,2022-11-24,England,Birmingham Magistrates' Court,Magistrates Court,64,Female,Mixed,High,90182,WhiteCollar,Low,4,No,Urban,770,190,1
CASE_5479,UK,2024-02-07,Scotland,Glasgow Sheriff Court,Magistrates Court,36,Female,Other,High,129676,Assault,Medium,5,No,Rural,6258,14,0
CASE_5480,UK,2022-12-11,England,Birmingham Magistrates' Court,Magistrates Court,26,Female,Other,Low,19464,Fraud,High,2,Yes,Rural,66837,81,0
CASE_5481,UK,2022-03-07,England,Westminster Magistrates' Court,Magistrates Court,60,Female,Mixed,High,222126,Assault,Low,4,Yes,Rural,2056,168,0
CASE_5482,UK,2022-08-20,England,Birmingham Magistrates' Court,Magistrates Court,59,Female,White British,Low,16889,Fraud,Low,5,Yes,Rural,631,99,1
CASE_5483,UK,2023-10-04,England,Birmingham Magistrates' Court,Magistrates Court,70,Male,White British,High,281613,Assault,Low,3,No,Rural,2431,72,1
CASE_5484,UK,2024-03-06,England,Manchester Crown Court,Crown Court,29,Male,Other,Low,18332,Theft,High,5,Yes,Rural,73132,174,1
CASE_5485,UK,2022-10-08,England,Westminster Magistrates' Court,Magistrates Court,57,Female,Other,Medium,53628,Theft,Medium,5,Yes,Urban,6825,143,1
CASE_5486,UK,2024-01-23,England,Manchester Crown Court,Crown Court,25,Female,Asian British,Medium,46851,Theft,High,1,Yes,Rural,68656,119,0
CASE_5487,UK,2022-08-23,England,Birmingham Magistrates' Court,Magistrates Court,30,Female,Other,Medium,23803,Assault,Medium,3,Yes,Rural,11730,118,0
CASE_5488,UK,2022-06-01,Scotland,Glasgow Sheriff Court,Magistrates Court,55,Female,Mixed,Low,15413,WhiteCollar,Medium,2,Yes,Urban,7862,230,1
CASE_5489,UK,2022-07-31,England,Westminster Magistrates' Court,Magistrates Court,66,Female,White British,High,141564,WhiteCollar,High,4,Yes,Urban,55970,67,0
CASE_5490,UK,2024-02-06,Wales,Cardiff Crown Court,Crown Court,55,Male,White British,Low,18642,WhiteCollar,Medium,1,No,Rural,7051,129,0
CASE_5491,UK,2023-06-23,England,Manchester Crown Court,Crown Court,57,Male,Other,High,124503,Fraud,Medium,2,Yes,Urban,9321,81,1
CASE_5492,UK,2023-01-28,Scotland,Glasgow Sheriff Court,Magistrates Court,24,Male,Asian British,High,262424,WhiteCollar,Low,5,No,Urban,2420,170,1
CASE_5493,UK,2022-05-29,England,Manchester Crown Court,Crown Court,30,Female,Black British,Medium,29632,Assault,Medium,2,No,Urban,10469,205,1
CASE_5494,UK,2022-09-27,Wales,Cardiff Crown Court,Crown Court,54,Female,White British,High,245365,Theft,Medium,5,No,Rural,9939,14,0
CASE_5495,UK,2022-09-19,England,Manchester Crown Court,Crown Court,24,Male,Black British,Medium,24954,Fraud,Low,5,No,Urban,820,161,0
CASE_5496,UK,2022-09-10,Wales,Cardiff Crown Court,Crown Court,38,Male,Other,High,229659,Assault,High,2,No,Urban,66594,126,0
CASE_5497,UK,2023-08-31,England,Manchester Crown Court,Crown Court,36,Female,White British,Medium,52863,Fraud,Medium,2,No,Rural,3164,96,0
CASE_5498,UK,2024-01-06,England,Manchester Crown Court,Crown Court,56,Male,Other,High,236387,Fraud,Low,3,No,Urban,1108,49,1
CASE_5499,UK,2022-06-19,England,Westminster Magistrates' Court,Magistrates Court,52,Female,Mixed,Medium,20036,Fraud,Low,1,Yes,Urban,2375,76,1
CASE_5500,UK,2024-03-08,England,Westminster Magistrates' Court,Magistrates Court,58,Male,Other,High,122320,Assault,Low,3,Yes,Urban,2083,51,1
CASE_5501,UK,2023-05-24,Wales,Cardiff Crown Court,Crown Court,28,Male,Mixed,Medium,20679,Assault,High,5,No,Rural,39471,199,0
CASE_5502,UK,2023-06-21,Scotland,Glasgow Sheriff Court,Magistrates Court,22,Male,White British,Medium,52015,WhiteCollar,High,3,Yes,Urban,40060,147,0
CASE_5503,UK,2022-08-07,Wales,Cardiff Crown Court,Crown Court,54,Male,Other,Medium,47475,WhiteCollar,Medium,1,No,Rural,5368,192,1
CASE_5504,UK,2022-09-25,Scotland,Glasgow Sheriff Court,Magistrates Court,23,Male,White British,Medium,46188,Theft,Low,4,Yes,Urban,843,82,1
CASE_5505,UK,2023-04-24,Wales,Cardiff Crown Court,Crown Court,41,Male,Asian British,Medium,38539,Assault,Medium,3,No,Rural,8784,158,1
CASE_5506,UK,2023-04-05,England,Birmingham Magistrates' Court,Magistrates Court,50,Male,Asian British,High,289111,Assault,Low,2,Yes,Rural,2353,170,1
CASE_5507,UK,2024-02-20,Wales,Cardiff Crown Court,Crown Court,63,Male,Asian British,Medium,21643,Assault,Low,5,No,Urban,613,218,1
CASE_5508,UK,2023-10-31,England,Birmingham Magistrates' Court,Magistrates Court,42,Male,Asian British,High,151457,WhiteCollar,Medium,3,No,Rural,11995,148,0
CASE_5509,UK,2022-09-03,Scotland,Glasgow Sheriff Court,Magistrates Court,67,Male,Asian British,Medium,33312,WhiteCollar,Low,1,No,Rural,1201,57,1
CASE_5510,UK,2024-03-07,England,Birmingham Magistrates' Court,Magistrates Court,21,Female,Black British,Low,10793,WhiteCollar,Medium,1,Yes,Urban,4838,145,1
CASE_5511,UK,2023-12-28,England,Westminster Magistrates' Court,Magistrates Court,47,Female,White British,Medium,50509,Assault,Low,1,No,Rural,2325,39,1
CASE_5512,UK,2023-04-09,Scotland,Glasgow Sheriff Court,Magistrates Court,35,Male,Mixed,High,93061,Assault,High,3,No,Rural,20943,173,0
CASE_5513,UK,2024-02-15,England,Westminster Magistrates' Court,Magistrates Court,34,Female,Other,Low,18058,Theft,Medium,0,No,Rural,7435,194,1
CASE_5514,UK,2022-04-27,Wales,Cardiff Crown Court,Crown Court,49,Female,Black British,Medium,51439,Theft,Medium,1,Yes,Rural,4934,91,0
CASE_5515,UK,2023-10-02,England,Westminster Magistrates' Court,Magistrates Court,39,Female,White British,Medium,38532,Assault,High,2,Yes,Urban,63193,111,0
CASE_5516,UK,2024-02-13,England,Manchester Crown Court,Crown Court,55,Male,Black British,Low,9332,Assault,Medium,1,No,Urban,15768,207,0
CASE_5517,UK,2023-03-16,England,Birmingham Magistrates' Court,Magistrates Court,34,Female,Black British,Medium,42994,Theft,High,1,No,Rural,64902,183,0
CASE_5518,UK,2023-06-14,Scotland,Glasgow Sheriff Court,Magistrates Court,19,Male,Mixed,Low,11624,Assault,Low,1,Yes,Rural,1978,54,1
CASE_5519,UK,2022-12-21,Wales,Cardiff Crown Court,Crown Court,32,Male,Other,Low,16277,Assault,High,2,No,Urban,65755,88,0
CASE_5520,UK,2022-05-04,Scotland,Glasgow Sheriff Court,Magistrates Court,67,Male,Asian British,Medium,29598,WhiteCollar,Low,2,No,Rural,1134,166,1
CASE_5521,UK,2022-09-19,Wales,Cardiff Crown Court,Crown Court,45,Male,Other,Low,12661,Assault,Low,2,Yes,Urban,1595,199,1
CASE_5522,UK,2024-03-10,England,Birmingham Magistrates' Court,Magistrates Court,40,Female,Other,Medium,35146,Theft,Medium,3,No,Urban,5333,196,1
CASE_5523,UK,2022-11-14,England,Birmingham Magistrates' Court,Magistrates Court,52,Female,Other,Medium,40861,Theft,Medium,5,Yes,Urban,10212,136,1
CASE_5524,UK,2023-03-27,Wales,Cardiff Crown Court,Crown Court,34,Female,Other,Medium,26553,WhiteCollar,High,2,Yes,Urban,72678,33,0
